strategy,workload,distribution,rate,duration_sec,cpu_load,parallelism,state,throughput_processed,throughput_generated,throughput_emitted,processed_events,total_generated,total_dropped,drop_pct,nodes_used,total_tms,scheduling_decisions,strategy_switches,lat_proc_p50,lat_proc_p95,lat_proc_p99,lat_proc_avg,lat_total_p50,lat_total_p95,lat_total_p99,lat_total_avg
FCFS,sine,SINE,200000,182.76,1000,8,FINISHED,153071,207730,168280,27976606,37966521,7210140,18.99,1,5,5,0
0,3091,4557,4970,2550.4,7596,10518,10584,7623.4
