strategy,workload,distribution,rate,duration_sec,cpu_load,parallelism,state,throughput_processed,throughput_generated,throughput_emitted,processed_events,total_generated,total_dropped,drop_pct,nodes_used,total_tms,scheduling_decisions,strategy_switches,lat_proc_p50,lat_proc_p95,lat_proc_p99,lat_proc_avg,lat_total_p50,lat_total_p95,lat_total_p99,lat_total_avg
FCFS,constant,CONSTANT,200000,184.06,1000,8,FINISHED,164615,193357,180801,30300537,35591000,2311230,6.49,1,5,5,0
0,2308,7008,8198,2627.3,7571,18450,18630,8352.8
