strategy,job_id,state,duration_ms,duration_sec,source_records,throughput,filter_in,filter_out,filter_efficiency,window_in,window_out,sink_in,total_tms,nodes_used,scheduling_decisions,strategy_switches
BALANCED,7517aa1c0646e6eb41c4b0b82d9c37f9,FINISHED,181391,181.39,35159000,193829,35159000,31962427,90.9,31962427,31962427,31962427,5,3,0
0,0
0
