strategy,workload,distribution,rate,duration_sec,cpu_load,parallelism,state,throughput_processed,throughput_generated,throughput_emitted,processed_events,total_generated,total_dropped,drop_pct,nodes_used,total_tms,scheduling_decisions,strategy_switches,lat_proc_p50,lat_proc_p95,lat_proc_p99,lat_proc_avg,lat_total_p50,lat_total_p95,lat_total_p99,lat_total_avg,max_event_age,stale_dropped,stale_pct
SARSA,autoscaler-sine,SINE,60000,619.19,2500,8,FINISHED,27083,29726,29726,16770141,18406517,0,0,2,5,5,0
0,4633,7740,8262,4476.1,13772,21860,21963,15001.5,15000,210071,.63
