strategy,workload,distribution,rate,duration_sec,cpu_load,parallelism,state,throughput_processed,throughput_generated,throughput_emitted,processed_events,total_generated,total_dropped,drop_pct,nodes_used,total_tms,scheduling_decisions,strategy_switches,lat_proc_p50,lat_proc_p95,lat_proc_p99,lat_proc_avg,lat_total_p50,lat_total_p95,lat_total_p99,lat_total_avg,max_event_age,stale_dropped,stale_pct
SARSA,autoscaler-step,STEP,60000,607.78,2500,8,FINISHED,12201,20230,13410,7415930,12296025,4145119,33.71,2,5,5,0
0,1371,3603,4443,1227.9,5551,17300,17360,8042.4,15000,0,0
