strategy,workload,distribution,rate,duration_sec,cpu_load,parallelism,state,throughput_processed,throughput_generated,throughput_emitted,processed_events,total_generated,total_dropped,drop_pct,nodes_used,total_tms,scheduling_decisions,strategy_switches,lat_proc_p50,lat_proc_p95,lat_proc_p99,lat_proc_avg,lat_total_p50,lat_total_p95,lat_total_p99,lat_total_avg,max_event_age,stale_dropped,stale_pct
FCFS,autoscaler-const,CONSTANT,100000,659.27,2500,8,FINISHED,37156,50348,42244,24496435,33193500,5251954,15.82,1,5,5,0
0,6153,10506,10968,5805.7,19250,28849,30377,19595.9,15000,681256,1.58
