strategy,workload,distribution,rate,duration_sec,cpu_load,parallelism,state,throughput_processed,throughput_generated,throughput_emitted,processed_events,total_generated,total_dropped,drop_pct,nodes_used,total_tms,scheduling_decisions,strategy_switches,lat_proc_p50,lat_proc_p95,lat_proc_p99,lat_proc_avg,lat_total_p50,lat_total_p95,lat_total_p99,lat_total_avg
ADAPTIVE,sine,SINE,200000,184.65,1000,8,FINISHED,154928,207815,170250,28607773,38373359,6936417,18.07,1,5,5,0
0,2971,4478,4732,2432.5,8532,10771,10824,7926.5
