[Source-2] t=103s target=64k/s gen=5,848,889 (27511/s) emit=4,671,317 (43583/s) drop=1,177,572 (0/s, 20.1%) qDepth=0
[Source-4] t=103s target=64k/s gen=5,851,415 (27521/s) emit=4,667,296 (43704/s) drop=1,184,119 (0/s, 20.2%) qDepth=0
[Source-2] t=113s target=101k/s gen=6,021,261 (17235/s) emit=4,843,689 (17235/s) drop=1,177,572 (0/s, 19.6%) qDepth=0
[Source-4] t=113s target=101k/s gen=6,023,870 (17244/s) emit=4,839,751 (17244/s) drop=1,184,119 (0/s, 19.7%) qDepth=0
[Source-2] t=120s target=199k/s gen=6,383,948 (48449/s) emit=5,206,376 (48449/s) drop=1,177,572 (0/s, 18.4%) qDepth=0
[Source-4] t=120s target=200k/s gen=6,370,023 (46259/s) emit=5,185,904 (46259/s) drop=1,184,119 (0/s, 18.6%) qDepth=0
[Source-2] t=130s target=321k/s gen=7,035,569 (65156/s) emit=5,713,634 (50721/s) drop=1,177,572 (0/s, 16.7%) qDepth=144362
[Source-4] t=130s target=321k/s gen=7,023,165 (65301/s) emit=5,692,691 (50669/s) drop=1,184,119 (0/s, 16.9%) qDepth=146354
[Source-2] t=140s target=321k/s gen=7,869,040 (83347/s) emit=6,190,671 (47704/s) drop=1,508,368 (33080/s, 19.2%) qDepth=170000
[Source-4] t=140s target=321k/s gen=7,856,773 (83352/s) emit=6,174,945 (48221/s) drop=1,515,461 (33131/s, 19.3%) qDepth=166366
[Source-2] t=148s target=236k/s gen=8,554,670 (91393/s) emit=6,683,439 (65685/s) drop=1,701,574 (25754/s, 19.9%) qDepth=169656
[Source-4] t=148s target=236k/s gen=8,541,138 (91224/s) emit=6,662,469 (64986/s) drop=1,710,565 (26007/s, 20.0%) qDepth=168103
[Source-2] t=158s target=100k/s gen=8,984,486 (42977/s) emit=7,181,435 (49795/s) drop=1,721,150 (1957/s, 19.2%) qDepth=81900
[Source-4] t=158s target=100k/s gen=8,970,923 (42974/s) emit=7,160,478 (49796/s) drop=1,729,412 (1885/s, 19.3%) qDepth=81032
