[Source-3/4] NON-BLOCKING: dist=STEP baseRate=60000 peakRate=90000 qCap=45000 maxAge=15000ms
[Source-4] t=19s target=15k/s gen=86,325 (3750/s) emit=86,325 (3750/s) drop=0 (0.0%) q=0
[Source-1] t=29s target=15k/s gen=123,825 (3750/s) emit=123,825 (3750/s) drop=0 (0.0%) q=0
[Source-4] t=29s target=15k/s gen=123,825 (3750/s) emit=123,825 (3750/s) drop=0 (0.0%) q=0
[Source-1] t=39s target=15k/s gen=161,325 (3750/s) emit=161,325 (3750/s) drop=0 (0.0%) q=0
[Source-4] t=39s target=15k/s gen=161,325 (3750/s) emit=161,325 (3750/s) drop=0 (0.0%) q=0
[Source-1] t=49s target=15k/s gen=198,825 (4046/s) emit=198,825 (4046/s) drop=0 (0.0%) q=0
[Source-4] t=49s target=15k/s gen=198,825 (4046/s) emit=198,825 (4046/s) drop=0 (0.0%) q=0
[Source-4/4] NON-BLOCKING: dist=STEP baseRate=60000 peakRate=90000 qCap=45000 maxAge=15000ms
[Source-1/4] NON-BLOCKING: dist=STEP baseRate=60000 peakRate=90000 qCap=45000 maxAge=15000ms
[Source-1] t=59s target=15k/s gen=229,050 (3023/s) emit=229,050 (3023/s) drop=0 (0.0%) q=0
[Source-4] t=59s target=15k/s gen=229,125 (3030/s) emit=229,125 (3030/s) drop=0 (0.0%) q=0
[Source-4] t=10s target=15k/s gen=48,825 (4883/s) emit=48,825 (4883/s) drop=0 (0.0%) q=0
[Source-1] t=10s target=15k/s gen=48,825 (4883/s) emit=48,825 (4883/s) drop=0 (0.0%) q=0
[Source-4] t=19s target=15k/s gen=86,325 (4049/s) emit=86,325 (4049/s) drop=0 (0.0%) q=0
[Source-1] t=19s target=15k/s gen=86,325 (4049/s) emit=86,325 (4049/s) drop=0 (0.0%) q=0
[Source-4] t=29s target=15k/s gen=123,825 (3750/s) emit=123,825 (3750/s) drop=0 (0.0%) q=0
[Source-1] t=29s target=15k/s gen=123,825 (3750/s) emit=123,825 (3750/s) drop=0 (0.0%) q=0
[Source-4] t=39s target=15k/s gen=161,325 (3750/s) emit=161,325 (3750/s) drop=0 (0.0%) q=0
[Source-1] t=39s target=15k/s gen=161,325 (3750/s) emit=161,325 (3750/s) drop=0 (0.0%) q=0
[Source-4] t=49s target=15k/s gen=198,825 (4066/s) emit=198,825 (4066/s) drop=0 (0.0%) q=0
[Source-1] t=49s target=15k/s gen=198,825 (4066/s) emit=198,825 (4066/s) drop=0 (0.0%) q=0
[Source-4] t=59s target=15k/s gen=236,325 (3750/s) emit=236,325 (3750/s) drop=0 (0.0%) q=0
[Source-1] t=59s target=15k/s gen=236,325 (3750/s) emit=236,325 (3750/s) drop=0 (0.0%) q=0
[Source-4] t=69s target=15k/s gen=273,825 (3750/s) emit=273,825 (3750/s) drop=0 (0.0%) q=0
[Source-1] t=69s target=15k/s gen=273,825 (3750/s) emit=273,825 (3750/s) drop=0 (0.0%) q=0
[Source-4] t=79s target=15k/s gen=311,325 (3750/s) emit=311,325 (3750/s) drop=0 (0.0%) q=0
[Source-1] t=79s target=15k/s gen=311,325 (3750/s) emit=311,325 (3750/s) drop=0 (0.0%) q=0
[Source-4] t=88s target=15k/s gen=348,825 (4057/s) emit=348,825 (4057/s) drop=0 (0.0%) q=0
[Source-1] t=88s target=15k/s gen=348,825 (4057/s) emit=348,825 (4057/s) drop=0 (0.0%) q=0
[Source-4] t=98s target=15k/s gen=386,325 (3750/s) emit=386,325 (3750/s) drop=0 (0.0%) q=0
[Source-1] t=98s target=15k/s gen=386,325 (3750/s) emit=386,325 (3750/s) drop=0 (0.0%) q=0
[Source-4] t=108s target=90k/s gen=580,200 (19386/s) emit=493,584 (10725/s) drop=43,252 (7.5%) q=43363
[Source-1] t=108s target=90k/s gen=579,075 (19275/s) emit=493,549 (10722/s) drop=40,810 (7.0%) q=44715
[Source-4] t=117s target=90k/s gen=805,200 (24267/s) emit=551,240 (6218/s) drop=208,959 (26.0%) q=45000
[Source-1] t=117s target=90k/s gen=804,075 (24267/s) emit=551,206 (6218/s) drop=207,868 (25.9%) q=45000
[Source-4] t=127s target=90k/s gen=1,030,200 (22500/s) emit=629,846 (7861/s) drop=355,353 (34.5%) q=45000
[Source-1] t=127s target=90k/s gen=1,029,075 (22498/s) emit=629,812 (7860/s) drop=354,262 (34.4%) q=45000
[Source-4] t=137s target=90k/s gen=1,255,200 (22500/s) emit=692,850 (6300/s) drop=517,349 (41.2%) q=45000
[Source-1] t=137s target=90k/s gen=1,254,075 (22500/s) emit=692,766 (6295/s) drop=518,395 (41.3%) q=42913
[Source-4] t=146s target=90k/s gen=1,480,200 (24422/s) emit=766,225 (7964/s) drop=668,976 (45.2%) q=44998
[Source-1] t=146s target=90k/s gen=1,479,075 (24422/s) emit=766,141 (7964/s) drop=669,569 (45.3%) q=43364
[Source-4] t=156s target=90k/s gen=1,705,200 (22500/s) emit=829,115 (6289/s) drop=831,084 (48.7%) q=45000
[Source-1] t=156s target=90k/s gen=1,704,075 (22500/s) emit=829,033 (6289/s) drop=830,041 (48.7%) q=45000
[Source-4] t=166s target=90k/s gen=1,930,200 (22500/s) emit=902,575 (7346/s) drop=982,624 (50.9%) q=45000
[Source-1] t=166s target=90k/s gen=1,929,075 (22500/s) emit=902,512 (7348/s) drop=982,748 (50.9%) q=43814
[Source-4] t=176s target=90k/s gen=2,155,200 (24277/s) emit=975,948 (7917/s) drop=1,136,336 (52.7%) q=42915
[Source-1] t=176s target=90k/s gen=2,154,075 (24277/s) emit=970,651 (7352/s) drop=1,138,423 (52.8%) q=45000
[Source-4] t=186s target=90k/s gen=2,380,200 (22500/s) emit=1,038,838 (6289/s) drop=1,297,547 (54.5%) q=43814
[Source-1] t=186s target=90k/s gen=2,379,075 (22498/s) emit=1,038,774 (6812/s) drop=1,296,484 (54.5%) q=43816
[Source-4] t=196s target=90k/s gen=2,605,200 (22498/s) emit=1,112,233 (7339/s) drop=1,453,199 (55.8%) q=39767
[Source-1] t=196s target=90k/s gen=2,604,075 (22500/s) emit=1,106,968 (6819/s) drop=1,452,107 (55.8%) q=44999
[Source-4] t=206s target=15k/s gen=2,702,325 (9713/s) emit=1,180,370 (6814/s) drop=1,501,981 (55.6%) q=19973
[Source-1] t=206s target=15k/s gen=2,705,700 (10163/s) emit=1,180,340 (7337/s) drop=1,506,287 (55.7%) q=19072
[Source-4] t=215s target=15k/s gen=2,739,825 (4055/s) emit=1,237,844 (6215/s) drop=1,501,981 (54.8%) q=0
[Source-1] t=215s target=15k/s gen=2,743,200 (4054/s) emit=1,236,913 (6117/s) drop=1,506,287 (54.9%) q=0
[Source-4] t=225s target=15k/s gen=2,777,325 (3750/s) emit=1,275,344 (3750/s) drop=1,501,981 (54.1%) q=0
[Source-1] t=225s target=15k/s gen=2,780,700 (3750/s) emit=1,274,413 (3750/s) drop=1,506,287 (54.2%) q=0
[Source-4] t=235s target=15k/s gen=2,814,825 (3750/s) emit=1,312,844 (3750/s) drop=1,501,981 (53.4%) q=0
[Source-1] t=235s target=15k/s gen=2,818,200 (3750/s) emit=1,311,913 (3750/s) drop=1,506,287 (53.4%) q=0
[Source-4] t=244s target=15k/s gen=2,852,325 (4052/s) emit=1,350,344 (4052/s) drop=1,501,981 (52.7%) q=0
[Source-1] t=244s target=15k/s gen=2,855,700 (4052/s) emit=1,349,413 (4052/s) drop=1,506,287 (52.7%) q=0
[Source-4] t=254s target=15k/s gen=2,889,825 (3750/s) emit=1,387,844 (3750/s) drop=1,501,981 (52.0%) q=0
[Source-1] t=254s target=15k/s gen=2,893,200 (3750/s) emit=1,386,913 (3750/s) drop=1,506,287 (52.1%) q=0
[Source-4] t=264s target=15k/s gen=2,927,325 (3750/s) emit=1,425,344 (3750/s) drop=1,501,981 (51.3%) q=0
[Source-1] t=264s target=15k/s gen=2,930,700 (3750/s) emit=1,424,413 (3750/s) drop=1,506,287 (51.4%) q=0
[Source-4] t=273s target=15k/s gen=2,964,825 (4052/s) emit=1,462,844 (4052/s) drop=1,501,981 (50.7%) q=0
[Source-1] t=273s target=15k/s gen=2,968,200 (4052/s) emit=1,461,913 (4052/s) drop=1,506,287 (50.7%) q=0
[Source-4] t=283s target=15k/s gen=3,002,325 (3750/s) emit=1,500,344 (3750/s) drop=1,501,981 (50.0%) q=0
[Source-1] t=283s target=15k/s gen=3,005,700 (3750/s) emit=1,499,413 (3750/s) drop=1,506,287 (50.1%) q=0
[Source-4] t=293s target=15k/s gen=3,039,825 (3750/s) emit=1,537,844 (3750/s) drop=1,501,981 (49.4%) q=0
[Source-1] t=293s target=15k/s gen=3,043,275 (3757/s) emit=1,536,913 (3750/s) drop=1,506,287 (49.5%) q=72
[Source-1] FINALIZADO en 300.0s: generated=3,068,400, emitted=1,562,113, dropped=1,506,287 (49.1%)
[Source-4] FINALIZADO en 300.0s: generated=3,065,100, emitted=1,563,119, dropped=1,501,981 (49.0%)
[Source-4] t=302s target=15k/s gen=3,065,100 (2742/s) emit=1,563,119 (2742/s) drop=1,501,981 (49.0%) q=0
[Source-1] t=302s target=15k/s gen=3,068,400 (2725/s) emit=1,562,113 (2733/s) drop=1,506,287 (49.1%) q=0
