strategy,workload,distribution,rate,duration_sec,cpu_load,parallelism,state,throughput_processed,throughput_generated,throughput_emitted,processed_events,total_generated,total_dropped,drop_pct,nodes_used,total_tms,scheduling_decisions,strategy_switches,lat_proc_p50,lat_proc_p95,lat_proc_p99,lat_proc_avg,lat_total_p50,lat_total_p95,lat_total_p99,lat_total_avg
BANDIT,sine,SINE,200000,182.40,1000,8,FINISHED,162675,211766,179004,29672421,38626715,5975926,15.47,3,5,5,0
0,2445,4213,4385,2247.3,7620,9860,9909,7682.8
