strategy,workload,distribution,rate,duration_sec,cpu_load,parallelism,state,throughput_processed,throughput_generated,throughput_emitted,processed_events,total_generated,total_dropped,drop_pct,nodes_used,total_tms,scheduling_decisions,strategy_switches,lat_proc_p50,lat_proc_p95,lat_proc_p99,lat_proc_avg,lat_total_p50,lat_total_p95,lat_total_p99,lat_total_avg,max_event_age,stale_dropped,stale_pct
ADAPTIVE,autoscaler-const,CONSTANT,100000,658.80,2500,8,FINISHED,36462,48943,41985,24021606,32244000,4533250,14.05,1,5,5,0
0,6695,10911,11600,6375.6,24325,32476,33537,21893.8,15000,1071626,2.59
