strategy,workload,distribution,rate,duration_sec,cpu_load,parallelism,state,throughput_processed,throughput_generated,throughput_emitted,processed_events,total_generated,total_dropped,drop_pct,nodes_used,total_tms,scheduling_decisions,strategy_switches,lat_proc_p50,lat_proc_p95,lat_proc_p99,lat_proc_avg,lat_total_p50,lat_total_p95,lat_total_p99,lat_total_avg,max_event_age,stale_dropped,stale_pct
BALANCED,autoscaler-const,CONSTANT,100000,628.26,2500,8,FINISHED,43817,50335,48864,27528892,31624000,874669,2.76,3,5,5,0
0,6634,9309,9807,6041.4,15061,22873,24001,16137.7,15000,425021,.97
