strategy,job_id,state,duration_ms,duration_sec,source_records,throughput,filter_in,filter_out,filter_efficiency,window_in,window_out,sink_in,total_tms,nodes_used,scheduling_decisions,strategy_switches
SARSA,1a6e889c763245b48533700ae022acf5,FINISHED,181469,181.46,35143500,193661,35143500,31946978,90.9,31946978,31946978,31946978,5,2,0
0,0
0
